"Plot","releve_nr","Fys_geo_regio","Jaar","Dagnummer","Pq_grootte","pH-H20","ORG_STOF","C/N","N_totaal","P_totaal","K_CaCl2","Amerikaanse eik","Asperge_Liggende asperge","Bevertjes","Bochtige smele","Bosaardbei","Bosanemoon","Brede stekelvaren","Brede wespenorchis_Duinwespenorchis","Dalkruid","Duizendblad","Eenarig wollegras","Engels raaigras","Es","Gestreepte witbol","Gevlekte orchis_Bosorchis","Gewone dophei","Gewone vogelkers","Gewoon kweldergras","Gewoon reukgras","Grote brandnetel","Hazelaar","Hulst","Jakobskruiskruid_Duinkruiskruid","Kleine ratelaar","Kleine veenbes","Kleine zonnedauw","Knolboterbloem","Kraaihei","Kruipwilg","Moeraswespenorchis","Muurpeper","Parnassia","Peen","Pitrus","Ratelpopulier","Ruwe berk","Ruwe smele","Slanke sleutelbloem","Smalle stekelvaren","Spaanse aak","Struikhei","Tengere rus","Tweerijige zegge","Veenpluis","Watermunt","Wilde gagel","Witte klaverzuring","Zachte berk","Zandstruisgras","Zoete kers","Zomereik","X","Y","naam","lmf_indeling","bodemgebruik","OMSCHRIJVI"
"gl6574",NA,"hzv",2018,149,25,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,38.315,17.537,"Gelderland","hzv","Landbouw en overig agrarisch","Zand"
"gl6575",NA,"hzv",2018,264,10,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.615,-2.026,"Gelderland","hzv","Landbouw en overig agrarisch","Zand"
"gl6576",NA,"hzv",2018,212,5,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,29.25,1.469,"Gelderland","hzv","Bos","Zand"
"gl6577",NA,"hzo",2018,191,16,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,64.336,-21.675,"Gelderland","hzo","Landbouw en overig agrarisch","Zand"
"gl6578",NA,"hzv",2018,169,25,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24.158,12.4,"Gelderland","hzv","Landbouw en overig agrarisch","Zand"
"gl6579",NA,"hzv",2018,198,25,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,23.414,13.292,"Gelderland","hzv","Droog natuurlijk terrein","Zand"
"gl6580",NA,"hzv",2018,193,45,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,22.389,1.153,"Gelderland","hzv","Droog natuurlijk terrein","Zand"
"gl6581",NA,"hzz",2018,145,25,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,38.968,-43.759,"Gelderland","hzz","Landbouw en overig agrarisch","Leem"
"gl6582",NA,"hzo",2019,172,25,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,87.713,-18.032,"Gelderland","hzo","Nat natuurlijk terrein","Veen"
"gl6583",NA,"hzo",2019,217,16,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.98,-17.373,"Gelderland","hzo","Nat natuurlijk terrein","Zand"
"gl6584",NA,"hzo",2019,196,100,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,88.077,-18.579,"Gelderland","hzo","Bos","Moerig op zand"
"gl6585",NA,"hzv",2019,175,25,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,38.295,17.535,"Gelderland","hzv","Landbouw en overig agrarisch","Zand"
"gl6586",NA,"riv",2019,105,25,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.86,-41.061,"Gelderland","riv","Landbouw en overig agrarisch","Lichte zavel"
"gr0047",NA,"zkn",2015,162,40,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.89,127.12,"Groningen","zkn","Landbouw en overig agrarisch","Zware klei"
"gr0066",NA,"zkn",2015,160,80,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.58,126.54,"Groningen","zkn","Landbouw en overig agrarisch","Zware zavel"
"gr0080",NA,"lvn",2015,141,40,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.75,115.52,"Groningen","lvn","Landbouw en overig agrarisch","Veen"
"gr0103",NA,"zkn",2014,147,40,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.42,131.32,"Groningen","zkn","Landbouw en overig agrarisch","Zware klei"
"gr0114",NA,"zkn",2019,147,100,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.11,126.42,"Groningen","zkn","Landbouw en overig agrarisch","Lichte klei"
"gr0150",NA,"zkn",2007,156,20,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.45,126.43,"Groningen","zkn","Landbouw en overig agrarisch","Lichte klei"
"gr0183",NA,"zkn",2015,166,40,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.41,133.81,"Groningen","zkn","Landbouw en overig agrarisch","Lichte klei"
"gr0209",NA,"lvn",2011,157,20,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.37,113.45,"Groningen","lvn","Nat natuurlijk terrein","Veen"
"gr0259",NA,"zkn",2007,158,40,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.98,126.15,"Groningen","zkn","Landbouw en overig agrarisch","Zware zavel"
"gr0373",NA,"zkn",2015,148,125,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.56,125.63,"Groningen","zkn","Landbouw en overig agrarisch","Zware klei"
"gr0397",NA,"zkn",2003,154,125,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.89,125.48,"Groningen","zkn","Landbouw en overig agrarisch","Lichte klei"
"gr0431",NA,"zkn",2010,160,100,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.64,122.66,"Groningen","zkn","Landbouw en overig agrarisch","Lichte klei"
"gr0491",NA,"zkn",2017,151,125,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.33,133.12,"Groningen","zkn","Landbouw en overig agrarisch","Zware klei"
"gr0513",NA,"zkn",2015,161,40,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.63,135.21,"Groningen","zkn","Landbouw en overig agrarisch","Lichte klei"
"gr0533",NA,"lvn",2010,154,100,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.22,111.82,"Groningen","lvn","Landbouw en overig agrarisch","Veen"
"gr0557",NA,"hzn",2017,158,85,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.92,116.49,"Groningen","hzn","Landbouw en overig agrarisch","Moerig op zand"
"gr0668",NA,"lvn",2016,165,25,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.64,112.48,"Groningen","lvn","Landbouw en overig agrarisch","Veen"
"gr0831",NA,"zkn",2006,172,25,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.36,126.45,"Groningen","zkn","Landbouw en overig agrarisch","Zware klei"
"gr0835",NA,"zkn",2017,157,25,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.05,126.68,"Groningen","zkn","Landbouw en overig agrarisch","Zware klei"
"gr0857",NA,"zkn",2004,173,50,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.4,126.09,"Groningen","zkn","Landbouw en overig agrarisch","Lichte klei"
"gr0896",NA,"zkn",2012,158,50,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.8,126.52,"Groningen","zkn","Landbouw en overig agrarisch","Lichte klei"
"gr0920",NA,"zkn",2012,157,25,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.34,133.55,"Groningen","zkn","Landbouw en overig agrarisch","Lichte klei"
"gr0924",NA,"zkn",2004,167,20,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.61,133.49,"Groningen","zkn","Landbouw en overig agrarisch","Lichte klei"
"gr1052",NA,"zkn",2015,159,15,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.19,121.31,"Groningen","zkn","Landbouw en overig agrarisch","Lichte klei"
"gr1085",NA,"zkn",2016,160,17,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.877,122.681,"Groningen","zkn","Landbouw en overig agrarisch","Lichte klei"
"gr1123",NA,"hzn",2015,139,32,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60.43,116.79,"Groningen","hzn","Landbouw en overig agrarisch","Moerig op zand"
"gr1208",NA,"hzn",2010,182,300,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,57.54,113.31,"Groningen","hzn","Landbouw en overig agrarisch","Zand"
"gr1357",NA,"hzn",2008,157,25,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.6,115.51,"Groningen","hzn","Landbouw en overig agrarisch","Moerig op zand"
"gr1423",NA,"hzn",2010,179,300,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,64.39,112.83,"Groningen","hzn","Landbouw en overig agrarisch","Zand"
"gr1470",NA,"lvn",2010,153,100,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,70.08,115.78,"Groningen","lvn","Landbouw en overig agrarisch","Zand"
"gr1471",NA,"lvn",2010,153,100,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70.11,115.93,"Groningen","lvn","Landbouw en overig agrarisch","Veen"
"gr1484",NA,"hzn",2000,185,350,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56.87,108.43,"Groningen","hzn","Landbouw en overig agrarisch","Zand"
"gr1485",NA,"zkn",2015,159,25,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.29,121.05,"Groningen","zkn","Landbouw en overig agrarisch","Veen"
"gr1537",NA,"zkn",2017,150,150,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,56.43,118.59,"Groningen","zkn","Landbouw en overig agrarisch","Zware klei"
"gr1557",NA,"lvn",2007,178,20,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.72,117.69,"Groningen","lvn","Landbouw en overig agrarisch","Veen"
"gr1586",NA,"hzn",2000,236,250,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59.31,120.35,"Groningen","hzn","Landbouw en overig agrarisch","Zand"
"gr1793",NA,"hzn",2015,139,25,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.75,108.91,"Groningen","hzn","Landbouw en overig agrarisch","Zand"
"gr1854",NA,"zkn",2015,148,50,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,78.31,129.25,"Groningen","zkn","Landbouw en overig agrarisch","Zware klei"
"gr1938",NA,"zkn",2015,166,100,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.538,126.981,"Groningen","zkn","Landbouw en overig agrarisch","Zware klei"
"gr7003",203899,NA,NA,NA,NA,6.95,3.8,15.83,1200,124,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.62,138.26,"Groningen","zkn","Bos","Zand"
"gr7004",203897,NA,NA,NA,NA,7.37,5.6,18.67,1500,159,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.52,136.82,"Groningen","zkn","Bos","Zand"
"gr7017",203501,NA,NA,NA,NA,4.36,17,15.92,5340,548,46.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.46,82.68,"Groningen","hzn","Bos","Zand"
"gr7032",203502,NA,NA,NA,NA,4.03,6.09,22.89,1330,112,23.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.16,92.15,"Groningen","hzn","Bos","Zand"
"gr7039",NA,"lvn",2017,142,100,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,81.61,110.32,"Groningen","lvn","Landbouw en overig agrarisch","Veen"
"gr7040",NA,"lvn",2017,142,100,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.91,111.43,"Groningen","lvn","Landbouw en overig agrarisch","Veen"
"gr7043",NA,"hzn",2017,142,100,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.43,107.49,"Groningen","hzn","Landbouw en overig agrarisch","Veen"
"gr7044",203503,NA,NA,NA,NA,4.04,11.1,30.49,1820,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9,107.66,"Groningen","hzn","Bos","Zand"
"gr7046",NA,"zkn",2017,150,100,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,53.98,115.29,"Groningen","zkn","Landbouw en overig agrarisch","Veen"
"gr7047",NA,"zkn",2017,150,100,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.07,115.23,"Groningen","zkn","Landbouw en overig agrarisch","Veen"
"gr7049",NA,"hzn",2018,135,100,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.88,110.02,"Groningen","hzn","Landbouw en overig agrarisch","Zand"
"gr7055",NA,"zkn",2017,150,25,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,55.59,117.23,"Groningen","zkn","Nat natuurlijk terrein","Veen"
"gr7056",NA,"zkn",2017,150,50,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.58,117.16,"Groningen","zkn","Nat natuurlijk terrein","Veen"
"gr7057",NA,"hzn",2017,150,100,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.66,117.63,"Groningen","hzn","Landbouw en overig agrarisch","Lichte zavel"
"gr7058",NA,"zkn",2018,143,100,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.64,118.97,"Groningen","zkn","Landbouw en overig agrarisch","Lichte zavel"
"gr7059",NA,"zkn",2018,143,150,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,58.73,119.27,"Groningen","zkn","Nat natuurlijk terrein","Veen"
"gr7061",NA,"zkn",2018,143,100,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.72,118.58,"Groningen","zkn","Landbouw en overig agrarisch","Veen"
"gr7062",NA,"zkn",2018,137,100,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.45,119.51,"Groningen","zkn","Landbouw en overig agrarisch","Zware klei"
"gr7063",NA,"zkn",2018,137,500,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,57.49,119.55,"Groningen","zkn","Landbouw en overig agrarisch","Veen"
"gr7064",NA,"zkn",2018,143,100,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.33,120.37,"Groningen","zkn","Landbouw en overig agrarisch","Veen"
"gr7073",NA,"lvn",2018,135,75,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,62.25,116.85,"Groningen","lvn","Nat natuurlijk terrein","Veen"
