"Plot","releve_nr","Fys_geo_regio","Jaar","Dagnummer","Pq_grootte","pH-H20","ORG_STOF","C/N","N_totaal","P_totaal","K_CaCl2","Amerikaanse eik","Asperge_Liggende asperge","Bevertjes","Bochtige smele","Bosaardbei","Bosanemoon","Brede stekelvaren","Brede wespenorchis_Duinwespenorchis","Dalkruid","Duizendblad","Eenarig wollegras","Engels raaigras","Es","Gestreepte witbol","Gevlekte orchis_Bosorchis","Gewone dophei","Gewone vogelkers","Gewoon kweldergras","Gewoon reukgras","Grote brandnetel","Hazelaar","Hulst","Jakobskruiskruid_Duinkruiskruid","Kleine ratelaar","Kleine veenbes","Kleine zonnedauw","Knolboterbloem","Kraaihei","Kruipwilg","Moeraswespenorchis","Muurpeper","Parnassia","Peen","Pitrus","Ratelpopulier","Ruwe berk","Ruwe smele","Slanke sleutelbloem","Smalle stekelvaren","Spaanse aak","Struikhei","Tengere rus","Tweerijige zegge","Veenpluis","Watermunt","Wilde gagel","Witte klaverzuring","Zachte berk","Zandstruisgras","Zoete kers","Zomereik","X","Y","naam","lmf_indeling","bodemgebruik","OMSCHRIJVI"
"dr0507",NA,"hzn",2018,253,78,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,95.0622,78.5671,"Drenthe","hzn","Bos","Zand"
"dr0508",NA,"hzn",2016,224,78,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,95.2673,81.9746,"Drenthe","hzn","Bos","Zand"
"dr0509",NA,"hzn",2016,224,78,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,95.5881,81.04,"Drenthe","hzn","Bos","Zand"
"dr0510",NA,"hzn",2018,249,78,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.9545,81.0615,"Drenthe","hzn","Bos","Zand"
"dr0511",NA,"hzn",2016,257,78,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98.1568,80.2716000000001,"Drenthe","hzn","Bos","Zand"
"dr0512",NA,"hzn",2016,257,78,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,99.0591,79.1734,"Drenthe","hzn","Bos","Zand"
"dr0513",NA,"hzn",2018,241,78,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100.0534,75.5238000000001,"Drenthe","hzn","Bos","Zand"
"dr0514",NA,"hzn",2016,257,78,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,100.9523,75.8716,"Drenthe","hzn","Bos","Zand"
"dr0515",NA,"hzn",2018,241,78,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.8972,75.0918,"Drenthe","hzn","Bos","Zand"
"dr0516",NA,"hzn",2016,228,78,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,101.4738,74.8948,"Drenthe","hzn","Bos","Zand"
"dr0517",NA,"hzn",2018,241,78,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,100.5232,74.2664,"Drenthe","hzn","Bos","Zand"
"dr0518",NA,"hzn",2018,241,78,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,101.1782,73.3496,"Drenthe","hzn","Bos","Zand"
"dr0519",NA,"hzn",2018,241,78,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,101.2395,74.203,"Drenthe","hzn","Bos","Zand"
"dr0520",NA,"hzn",2008,249,78,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,101.483,73.8559,"Drenthe","hzn","Bos","Zand"
"dr0521",NA,"hzn",2016,258,78,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,103.5223,73.1527999999999,"Drenthe","hzn","Bos","Zand"
"dr0522",NA,"hzn",2012,249,78,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.0264,70.2871,"Drenthe","hzn","Bos","Veen"
"dr0523",NA,"hzn",2016,244,78,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.3086,69.7848,"Drenthe","hzn","Bos","Veen"
"dr0524",NA,"hzn",2018,271,78,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,106.7395,70.8573000000001,"Drenthe","hzn","Bos","Veen"
"dr0525",NA,"hzn",2018,271,78,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,108.1897,68.2831,"Drenthe","hzn","Bos","Veen"
"dr0526",NA,"hzn",2008,266,78,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,108.007,67.497,"Drenthe","hzn","Droog natuurlijk terrein","Veen"
"dr0527",NA,"hzn",2016,244,78,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,108.113,66.7205,"Drenthe","hzn","Bos","Veen"
"dr0528",NA,"hzn",2008,266,78,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,108.296,65.844,"Drenthe","hzn","Bos","Veen"
"dr0529",NA,"hzn",2016,188,78,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,85.2768,96.2259,"Drenthe","hzn","Droog natuurlijk terrein","Zand"
"dr0530",NA,"hzn",2016,264,78,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.6048,80.1166,"Drenthe","hzn","Bos","Zand"
"dr0531",NA,"hzn",2016,224,78,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,97.2166,81.7063,"Drenthe","hzn","Bos","Zand"
"dr0532",NA,"hzn",2016,245,78,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70.9027,103.9103,"Drenthe","hzn","Bos","Zand"
"dr0533",NA,"hzn",2016,259,78,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,71.2618,95.9675,"Drenthe","hzn","Bos","Zand"
"dr0534",NA,"hzn",2016,258,78,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,86.1769,85.0878,"Drenthe","hzn","Bos","Zand"
"dr0535",NA,"hzn",2016,222,78,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,81.3924,93.9471,"Drenthe","hzn","Bos","Zand"
"dr0536",NA,"hzn",2016,265,78,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,89.4918,82.5611,"Drenthe","hzn","Bos","Zand"
"dr0537",NA,"hzn",2016,174,19,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.9389,62.1546,"Drenthe","hzn","Landbouw en overig agrarisch","Zand"
"dr0538",NA,"hzn",2016,180,19,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.8229,81.5472999999999,"Drenthe","hzn","Landbouw en overig agrarisch","Zand"
"dr0539",NA,"hzn",2016,180,19,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59.8905,83.9145,"Drenthe","hzn","Landbouw en overig agrarisch","Zand"
"dr0540",NA,"hzn",2018,157,19,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.2959,83.2576,"Drenthe","hzn","Landbouw en overig agrarisch","Zand"
"dr0541",NA,"hzn",2016,174,19,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.9594,84.1543,"Drenthe","hzn","Landbouw en overig agrarisch","Zand"
"dr0542",NA,"hzn",2018,164,19,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.9188,93.8977,"Drenthe","hzn","Landbouw en overig agrarisch","Zand"
"dr0543",NA,"hzn",2008,161,19,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.933,86.482,"Drenthe","hzn","Landbouw en overig agrarisch","Zand"
"dr0544",NA,"hzn",2019,151,19,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.224,78.741,"Drenthe","hzn","Landbouw en overig agrarisch","Moerig op zand"
"dr0545",NA,"hzn",2016,173,19,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.3886,81.0632000000001,"Drenthe","hzn","Landbouw en overig agrarisch","Zand"
"dr0546",NA,"hzn",2016,173,19,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.9562,82.4432000000001,"Drenthe","hzn","Landbouw en overig agrarisch","Zand"
"dr0547",NA,"hzn",2018,157,19,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.4193,83.7016,"Drenthe","hzn","Landbouw en overig agrarisch","Zand"
"dr0548",NA,"hzn",2016,147,19,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.7388,96.9987999999999,"Drenthe","hzn","Landbouw en overig agrarisch","Zand"
"dr0549",NA,"hzn",2008,149,19,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.931,103.907,"Drenthe","hzn","Landbouw en overig agrarisch","Zand"
"dr0550",NA,"hzn",2018,164,19,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.1474,104.5085,"Drenthe","hzn","Landbouw en overig agrarisch","Moerig op zand"
"dr0551",NA,"hzn",2018,164,19,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,81.1982,97.9361,"Drenthe","hzn","Landbouw en overig agrarisch","Moerig op zand"
"dr0552",202626,"hzn",2019,147,19,5.96,33.6,13.77,12200,1440,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.769,100.765,"Drenthe","hzn","Nat natuurlijk terrein","Veen"
"dr0553",NA,"zkn",2016,146,19,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.7986,116.8765,"Drenthe","zkn","Landbouw en overig agrarisch","Zware klei"
"dr0554",NA,"lvn",2016,173,19,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.9172,115.5448,"Drenthe","lvn","Nat natuurlijk terrein","Veen"
"dr0555",NA,"hzn",2004,140,19,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.3594,112.8863,"Drenthe","hzn","Landbouw en overig agrarisch","Zand"
"dr0556",NA,"hzn",2018,142,19,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.9149,112.1894,"Drenthe","hzn","Landbouw en overig agrarisch","Zand"
"dr0557",NA,"hzn",2016,146,19,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.7542,109.1279,"Drenthe","hzn","Landbouw en overig agrarisch","Zand"
"dr0558",NA,"hzn",2018,142,19,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.7906,108.0059,"Drenthe","hzn","Landbouw en overig agrarisch","Veen"
"dr0559",NA,"hzn",2019,149,19,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.603,106.664,"Drenthe","hzn","Landbouw en overig agrarisch","Water"
"dr0560",NA,"hzn",2016,145,19,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.3154,102.0292,"Drenthe","hzn","Landbouw en overig agrarisch","Veen"
"dr0561",203519,"hzn",2019,143,19,5.5,40.6,15.5,13100,2233,62.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.03,105.776,"Drenthe","hzn","Landbouw en overig agrarisch","Veen"
"dr0562",202627,"hzn",2016,160,19,5.95,13.8,14.87,4640,1814,42.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.3951,95.4706,"Drenthe","hzn","Landbouw en overig agrarisch","Moerig op zand"
"dr0563",NA,"hzn",2016,160,19,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.7458,95.8167,"Drenthe","hzn","Landbouw en overig agrarisch","Moerig op zand"
"dr0564",NA,"hzn",2016,161,19,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,85.7398,96.4211,"Drenthe","hzn","Landbouw en overig agrarisch","Veen"
"dr0565",NA,"hzn",2012,158,19,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.634,96.18,"Drenthe","hzn","Nat natuurlijk terrein","Veen"
"dr0566",NA,"hzn",2016,173,19,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.1589,94.8011,"Drenthe","hzn","Landbouw en overig agrarisch","Zand"
"dr0567",NA,"hzn",2016,160,19,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,85.0132,94.7333999999999,"Drenthe","hzn","Landbouw en overig agrarisch","Zand"
"dr0568",NA,"hzn",2012,152,19,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.399,92.251,"Drenthe","hzn","Landbouw en overig agrarisch","Zand"
"dr0569",NA,"hzn",2012,160,19,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.081,92.536,"Drenthe","hzn","Landbouw en overig agrarisch","Moerig op zand"
"dr0570",NA,"hzn",2018,165,19,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.2138,89.6516999999999,"Drenthe","hzn","Landbouw en overig agrarisch","Zand"
"dr0571",NA,"hzn",2008,161,19,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.92,82.273,"Drenthe","hzn","Nat natuurlijk terrein","Moerig op zand"
"dr0572",NA,"hzn",2018,138,19,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.2233,81.6712999999999,"Drenthe","hzn","Landbouw en overig agrarisch","Zand"
"dr0573",NA,"hzn",2016,173,19,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.9808,78.4251000000001,"Drenthe","hzn","Recreatie","Zand"
"dr0574",NA,"hzn",2016,173,19,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.1237,78.3725,"Drenthe","hzn","Landbouw en overig agrarisch","Zand"
"dr0575",NA,"hzn",2018,157,19,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,100.2656,75.9316,"Drenthe","hzn","Nat natuurlijk terrein","Zand"
"dr0576",NA,"hzn",2018,157,19,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.9327,72.8416,"Drenthe","hzn","Bos","Zand"
"dr0577",NA,"hzn",2016,180,19,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.5844,57.7945999999999,"Drenthe","hzn","Droog natuurlijk terrein","Veen"
"dr0578",NA,"hzn",2016,180,19,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110.0252,58.3630000000001,"Drenthe","hzn","Landbouw en overig agrarisch","Veen"
"dr0579",NA,"hzn",2019,269,19,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,79.199,105.026,"Drenthe","hzn","Nat natuurlijk terrein","Zand"
"dr0580",NA,"hzn",2016,242,19,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,78.5464,103.6986,"Drenthe","hzn","Droog natuurlijk terrein","Zand"
"dr0581",NA,"hzn",2019,190,19,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70.591,107.878,"Drenthe","hzn","Droog natuurlijk terrein","Zand"
